policy_id,policy_group_id,start_date,end_date,line_of_business,coverage_term_months,underwriting_year,currency,ifrs_model_type,status
POL03385731,GRP00432,2018-10-01,2020-12-19,Health,27,2018,GBP,PAA,Expired
POL41428722,GRP58982,2018-07-15,2021-01-30,Health,31,2018,USD,GMM,Cancelled
POL31152061,GRP65079,2018-08-27,2020-07-17,Property,23,2018,EUR,GMM,Active
POL28192783,GRP49483,2021-12-06,2024-03-25,Property,28,2021,GBP,PAA,Cancelled
POL78516513,GRP52220,2022-06-27,2022-12-24,Health,6,2022,USD,GMM,Expired
POL42615676,GRP34750,2025-02-18,2026-04-14,Property,14,2025,GBP,GMM,Active
POL95646133,GRP25474,2025-09-05,2026-03-04,Life,6,2025,GBP,PAA,Expired
POL73478781,GRP11939,2025-10-11,2026-07-08,Motor,9,2025,USD,PAA,Cancelled
POL03406715,GRP81413,2020-11-09,2021-07-07,Health,8,2020,GBP,GMM,Cancelled
POL85422270,GRP51753,2025-10-20,2026-12-14,Life,14,2025,USD,GMM,Cancelled
POL59010244,GRP43512,2024-09-05,2026-11-24,Life,27,2024,GBP,PAA,Active
POL45595977,GRP93714,2020-03-04,2022-06-22,Life,28,2020,GBP,GMM,Active
POL57762600,GRP23405,2021-11-19,2022-11-14,Motor,12,2021,GBP,PAA,Active
POL80019663,GRP00718,2022-08-08,2024-05-29,Motor,22,2022,GBP,PAA,Expired
POL21045270,GRP89725,2021-02-11,2022-09-04,Property,19,2021,USD,GMM,Active
POL16914130,GRP07817,2022-03-05,2024-05-23,Motor,27,2022,GBP,PAA,Expired
POL28815175,GRP06327,2023-08-01,2026-02-16,Health,31,2023,GBP,GMM,Active
POL78734558,GRP88345,2019-08-15,2022-01-31,Life,30,2019,USD,PAA,Active
POL73995718,GRP87181,2018-08-02,2019-10-26,Property,15,2018,USD,PAA,Expired
POL44986694,GRP25376,2022-09-12,2024-12-30,Life,28,2022,EUR,GMM,Active
POL26066442,GRP65060,2019-12-01,2021-03-25,Health,16,2019,GBP,PAA,Cancelled
POL45894094,GRP49928,2023-02-09,2026-01-24,Motor,36,2023,USD,PAA,Cancelled
POL29387108,GRP74641,2022-01-14,2022-11-10,Life,10,2022,USD,PAA,Cancelled
POL84714896,GRP16631,2025-04-21,2026-01-16,Life,9,2025,GBP,PAA,Expired
POL07046457,GRP54642,2021-04-27,2022-06-21,Health,14,2021,GBP,PAA,Active
POL34658995,GRP84310,2022-09-03,2023-12-27,Life,16,2022,USD,GMM,Active
POL09949177,GRP13766,2024-09-24,2025-10-19,Health,13,2024,USD,GMM,Expired
POL38548690,GRP58431,2020-10-05,2021-10-30,Motor,13,2020,USD,GMM,Cancelled
POL74894151,GRP77832,2020-08-16,2021-09-10,Health,13,2020,GBP,PAA,Expired
POL66453763,GRP07610,2025-04-29,2028-01-14,Life,33,2025,EUR,PAA,Active
POL99187196,GRP84847,2021-11-03,2023-03-28,Health,17,2021,GBP,GMM,Expired
POL51352208,GRP40096,2020-09-29,2021-12-23,Property,15,2020,USD,PAA,Expired
POL30001782,GRP78546,2024-09-25,2027-08-11,Property,35,2024,EUR,PAA,Expired
POL94764044,GRP56771,2025-07-23,2027-06-13,Motor,23,2025,USD,PAA,Expired
POL78166827,GRP77861,2022-01-14,2022-08-12,Motor,7,2022,USD,PAA,Active
POL54880684,GRP58472,2024-01-16,2026-05-05,Motor,28,2024,GBP,GMM,Active
POL24001483,GRP40425,2021-03-25,2023-12-10,Health,33,2021,USD,PAA,Cancelled
POL58637966,GRP39221,2025-09-07,2027-04-30,Health,20,2025,EUR,GMM,Expired
POL66023607,GRP36422,2022-11-01,2025-09-16,Life,35,2022,EUR,GMM,Active
POL13927761,GRP44659,2021-05-08,2022-01-03,Property,8,2021,USD,PAA,Active
POL00098168,GRP65437,2020-03-15,2021-01-09,Property,10,2020,GBP,PAA,Cancelled
POL85579321,GRP49068,2019-02-13,2020-12-04,Life,22,2019,EUR,GMM,Active
POL77392859,GRP09562,2018-07-07,2019-02-02,Health,7,2018,EUR,GMM,Expired
POL11250745,GRP94270,2021-04-17,2023-02-06,Health,22,2021,GBP,PAA,Active
POL49185133,GRP77771,2023-10-31,2025-08-21,Life,22,2023,EUR,GMM,Cancelled
POL34093245,GRP40872,2019-02-03,2019-10-31,Motor,9,2019,GBP,PAA,Active
POL69336416,GRP98523,2022-12-29,2025-04-17,Health,28,2022,GBP,GMM,Cancelled
POL29557462,GRP43440,2025-06-12,2026-07-07,Health,13,2025,GBP,GMM,Active
POL79615508,GRP47707,2022-01-04,2024-05-23,Property,29,2022,GBP,GMM,Expired
POL60073587,GRP34603,2021-12-24,2022-12-19,Life,12,2021,GBP,PAA,Active
POL35338923,GRP40089,2020-09-10,2021-11-04,Health,14,2020,USD,PAA,Active
POL85298781,GRP94475,2023-03-19,2023-10-15,Health,7,2023,EUR,PAA,Cancelled
POL50731091,GRP66997,2023-06-27,2024-09-19,Motor,15,2023,USD,GMM,Expired
POL73217103,GRP08246,2018-05-27,2020-08-14,Property,27,2018,GBP,GMM,Expired
POL27012434,GRP18361,2023-02-20,2025-04-10,Property,26,2023,GBP,PAA,Expired
POL77548104,GRP65996,2023-07-08,2025-08-26,Motor,26,2023,EUR,PAA,Active
POL98514940,GRP92826,2019-10-26,2022-01-13,Motor,27,2019,GBP,PAA,Active
POL67932746,GRP79409,2023-08-09,2025-06-29,Property,23,2023,USD,GMM,Active
POL03219800,GRP18310,2022-02-01,2024-05-21,Motor,28,2022,USD,GMM,Active
POL86668751,GRP91454,2023-12-12,2025-04-05,Life,16,2023,USD,PAA,Expired
POL85484324,GRP81784,2024-02-10,2026-11-26,Life,34,2024,GBP,PAA,Expired
POL64872531,GRP97671,2019-04-22,2020-11-12,Motor,19,2019,USD,PAA,Expired
POL12763848,GRP46929,2025-10-17,2028-07-03,Health,33,2025,GBP,GMM,Expired
POL48838503,GRP86358,2018-07-05,2019-09-28,Property,15,2018,USD,PAA,Expired
POL31910447,GRP47575,2024-03-18,2025-11-08,Life,20,2024,EUR,PAA,Cancelled
POL34132357,GRP34520,2025-03-21,2025-09-17,Property,6,2025,EUR,PAA,Cancelled
POL33156703,GRP93032,2025-04-14,2026-03-10,Property,11,2025,USD,PAA,Expired
POL73505938,GRP15207,2018-05-27,2020-01-17,Motor,20,2018,GBP,PAA,Cancelled
POL51133220,GRP94816,2024-10-22,2026-11-11,Motor,25,2024,GBP,PAA,Active
POL38068300,GRP94855,2019-01-14,2020-08-06,Health,19,2019,USD,PAA,Expired
POL20477378,GRP35271,2024-07-08,2025-03-05,Motor,8,2024,EUR,PAA,Cancelled
POL10221665,GRP59117,2018-10-13,2019-12-07,Life,14,2018,USD,GMM,Cancelled
POL53289871,GRP58759,2021-08-03,2024-07-18,Property,36,2021,GBP,PAA,Expired
POL50092185,GRP66272,2018-03-15,2020-11-29,Health,33,2018,GBP,PAA,Cancelled
POL22295777,GRP11943,2020-07-02,2022-04-23,Motor,22,2020,GBP,GMM,Expired
POL80643612,GRP66173,2021-09-01,2022-10-26,Life,14,2021,GBP,GMM,Expired
POL06396243,GRP89880,2024-12-11,2027-01-30,Life,26,2024,EUR,PAA,Cancelled
POL37704146,GRP60690,2020-02-15,2022-12-01,Motor,34,2020,EUR,PAA,Cancelled
POL61652111,GRP35853,2018-08-13,2019-09-07,Property,13,2018,EUR,PAA,Cancelled
POL74774173,GRP71413,2018-01-19,2019-11-10,Health,22,2018,GBP,PAA,Active
POL99144574,GRP14180,2025-08-03,2028-04-19,Health,33,2025,USD,GMM,Cancelled
POL58448376,GRP80191,2020-02-08,2022-09-25,Life,32,2020,GBP,GMM,Cancelled
POL45099060,GRP44084,2019-10-11,2020-11-04,Motor,13,2019,USD,GMM,Active
POL88953519,GRP91888,2022-06-06,2025-02-20,Motor,33,2022,USD,GMM,Cancelled
POL64130531,GRP10713,2022-12-27,2023-10-23,Health,10,2022,USD,GMM,Cancelled
POL57298968,GRP29617,2024-02-14,2025-07-08,Health,17,2024,GBP,GMM,Active
POL05496712,GRP13731,2021-08-03,2023-10-22,Property,27,2021,USD,PAA,Active
POL87731524,GRP79287,2020-03-08,2022-05-27,Property,27,2020,USD,PAA,Cancelled
POL81898812,GRP48481,2020-07-29,2021-06-24,Property,11,2020,EUR,PAA,Cancelled
POL29582601,GRP75179,2022-10-12,2023-11-06,Life,13,2022,USD,PAA,Expired
POL97883800,GRP91755,2023-06-18,2024-05-13,Motor,11,2023,GBP,PAA,Cancelled
POL45946061,GRP98711,2018-04-12,2020-08-29,Motor,29,2018,EUR,GMM,Active
POL06515403,GRP87311,2018-06-18,2019-01-14,Life,7,2018,GBP,PAA,Active
POL26745690,GRP96074,2021-12-12,2024-11-26,Health,36,2021,GBP,GMM,Expired
POL69594087,GRP51152,2020-09-11,2021-08-07,Property,11,2020,GBP,PAA,Cancelled
POL76161576,GRP30635,2025-05-11,2027-01-31,Health,21,2025,USD,PAA,Active
POL98747310,GRP50194,2020-09-25,2022-01-18,Motor,16,2020,EUR,GMM,Expired
POL41324009,GRP41603,2023-03-15,2025-01-03,Property,22,2023,EUR,PAA,Cancelled
POL16301056,GRP30565,2022-02-19,2024-04-09,Life,26,2022,GBP,GMM,Cancelled
POL15472725,GRP76102,2025-08-01,2027-09-20,Life,26,2025,EUR,PAA,Active
POL77827311,GRP44394,2022-09-27,2025-08-12,Life,35,2022,USD,PAA,Cancelled
POL50164115,GRP07361,2025-04-01,2027-08-19,Property,29,2025,EUR,PAA,Expired
POL33061919,GRP39494,2021-09-19,2022-12-13,Life,15,2021,GBP,GMM,Active
POL66086826,GRP52634,2022-12-28,2025-12-12,Health,36,2022,GBP,PAA,Active
POL36643775,GRP79713,2025-09-06,2027-12-25,Life,28,2025,GBP,PAA,Active
POL00384924,GRP87270,2025-10-14,2028-01-02,Property,27,2025,USD,GMM,Active
POL45538606,GRP84846,2021-11-23,2023-06-16,Life,19,2021,GBP,PAA,Cancelled
POL68787417,GRP71309,2022-10-03,2025-02-19,Property,29,2022,USD,PAA,Cancelled
POL34393908,GRP77401,2018-04-12,2019-04-07,Health,12,2018,GBP,PAA,Active
POL09071153,GRP69742,2023-10-29,2026-02-15,Motor,28,2023,USD,GMM,Expired
POL18420347,GRP08113,2018-02-03,2019-02-28,Motor,13,2018,EUR,PAA,Cancelled
POL04427848,GRP46943,2025-07-09,2028-02-24,Motor,32,2025,EUR,PAA,Active
POL93868223,GRP19406,2024-05-14,2025-05-09,Property,12,2024,USD,PAA,Expired
POL69694978,GRP87534,2022-06-28,2023-02-23,Motor,8,2022,USD,PAA,Cancelled
POL96981190,GRP52216,2020-06-20,2023-05-06,Property,35,2020,USD,GMM,Expired
POL19004736,GRP75308,2018-04-24,2020-12-09,Motor,32,2018,USD,GMM,Expired
POL97931950,GRP34085,2025-07-07,2026-06-02,Life,11,2025,EUR,PAA,Expired
POL20123823,GRP38479,2018-06-05,2019-09-28,Health,16,2018,USD,GMM,Expired
POL01571264,GRP52117,2019-04-10,2021-01-29,Health,22,2019,GBP,GMM,Active
POL89011233,GRP37256,2022-06-07,2024-09-24,Motor,28,2022,GBP,GMM,Cancelled
POL13160102,GRP90813,2023-06-09,2025-08-27,Motor,27,2023,USD,GMM,Expired
POL11565916,GRP60070,2022-07-30,2023-01-26,Motor,6,2022,GBP,PAA,Expired
POL82026897,GRP51049,2019-05-17,2022-04-01,Motor,35,2019,GBP,GMM,Active
POL50759280,GRP09031,2020-09-28,2023-09-13,Health,36,2020,GBP,GMM,Active
POL14221806,GRP97865,2025-03-30,2027-02-18,Health,23,2025,USD,PAA,Expired
POL97400722,GRP51640,2023-09-04,2025-06-25,Life,22,2023,GBP,PAA,Active
POL35174166,GRP85295,2021-02-05,2023-07-25,Life,30,2021,EUR,PAA,Expired
POL36567395,GRP09581,2020-03-08,2021-10-29,Health,20,2020,USD,PAA,Active
POL17193852,GRP98285,2022-11-07,2024-08-28,Property,22,2022,EUR,GMM,Cancelled
POL91267319,GRP65137,2024-02-21,2024-11-17,Property,9,2024,EUR,PAA,Expired
POL53908621,GRP13460,2020-03-25,2021-07-18,Motor,16,2020,GBP,GMM,Cancelled
POL64653179,GRP24241,2021-12-03,2024-05-21,Life,30,2021,EUR,GMM,Expired
POL16106024,GRP62572,2018-05-30,2019-07-24,Health,14,2018,USD,GMM,Cancelled
POL78919106,GRP21565,2024-08-16,2025-05-13,Life,9,2024,EUR,GMM,Cancelled
POL92426166,GRP29556,2019-07-26,2021-10-13,Motor,27,2019,EUR,PAA,Expired
POL09297731,GRP48827,2020-10-19,2021-09-14,Life,11,2020,EUR,PAA,Active
POL92438358,GRP06896,2021-06-22,2022-04-18,Property,10,2021,USD,GMM,Cancelled
POL92959862,GRP13272,2023-10-31,2026-04-18,Health,30,2023,USD,PAA,Cancelled
POL45337745,GRP98521,2025-06-01,2026-09-24,Health,16,2025,USD,PAA,Expired
POL95556561,GRP49409,2025-06-08,2027-07-28,Life,26,2025,EUR,PAA,Active
POL81991360,GRP15601,2022-02-24,2024-08-12,Property,30,2022,GBP,PAA,Expired
POL57623427,GRP09955,2022-04-20,2024-01-10,Health,21,2022,USD,PAA,Active
POL02144522,GRP23699,2025-05-10,2027-04-30,Property,24,2025,GBP,GMM,Cancelled
POL12361599,GRP91278,2023-06-27,2025-02-16,Property,20,2023,GBP,PAA,Active
POL82970994,GRP62627,2021-03-18,2022-04-12,Life,13,2021,GBP,PAA,Active
POL30182967,GRP40379,2020-12-26,2023-07-14,Health,31,2020,GBP,PAA,Active
POL51791852,GRP69203,2018-04-01,2019-04-26,Life,13,2018,USD,GMM,Expired
POL30755289,GRP38308,2020-10-04,2021-04-02,Motor,6,2020,USD,PAA,Expired
POL91784107,GRP91425,2020-12-08,2022-05-02,Property,17,2020,GBP,PAA,Cancelled
POL33162789,GRP68685,2025-08-05,2026-06-01,Motor,10,2025,USD,GMM,Expired
POL31320327,GRP95395,2023-08-23,2026-07-08,Life,35,2023,USD,PAA,Cancelled
POL14979409,GRP14906,2019-01-19,2020-12-09,Life,23,2019,GBP,PAA,Expired
POL25419812,GRP88907,2018-01-12,2018-12-08,Health,11,2018,GBP,PAA,Cancelled
POL03083649,GRP01776,2024-03-23,2025-09-14,Life,18,2024,USD,PAA,Cancelled
POL72556225,GRP59279,2025-03-03,2026-08-25,Motor,18,2025,USD,GMM,Expired
POL13435248,GRP43690,2020-04-13,2023-01-28,Health,34,2020,GBP,GMM,Active
POL16807477,GRP49933,2025-06-28,2026-02-23,Property,8,2025,EUR,GMM,Active
POL25671477,GRP91479,2025-01-19,2027-03-10,Motor,26,2025,GBP,PAA,Cancelled
POL48649090,GRP54318,2020-10-16,2023-01-04,Health,27,2020,USD,GMM,Active
POL66369607,GRP59608,2021-07-01,2024-01-17,Life,31,2021,USD,GMM,Cancelled
POL00078530,GRP42194,2025-02-03,2026-04-29,Life,15,2025,GBP,PAA,Cancelled
POL04738186,GRP37279,2023-04-17,2024-01-12,Motor,9,2023,EUR,GMM,Cancelled
POL46969015,GRP84734,2024-09-10,2026-10-30,Property,26,2024,EUR,GMM,Cancelled
POL28349680,GRP44484,2022-03-06,2024-05-24,Motor,27,2022,GBP,PAA,Cancelled
POL29706880,GRP16858,2019-07-28,2021-02-17,Life,19,2019,GBP,GMM,Active
POL75016728,GRP43408,2022-08-16,2025-07-01,Health,35,2022,GBP,PAA,Active
POL84734659,GRP32368,2020-09-14,2023-07-31,Health,35,2020,USD,PAA,Cancelled
POL11202103,GRP73784,2021-07-11,2023-06-01,Property,23,2021,USD,GMM,Expired
POL42084832,GRP33368,2020-08-27,2022-08-17,Life,24,2020,GBP,GMM,Expired
POL26145993,GRP25238,2021-12-25,2024-05-13,Property,29,2021,EUR,GMM,Cancelled
POL41189646,GRP80499,2023-02-07,2023-10-05,Health,8,2023,GBP,PAA,Expired
POL98121764,GRP74833,2021-10-24,2023-11-13,Motor,25,2021,EUR,GMM,Expired
POL76586175,GRP51814,2018-09-17,2021-07-03,Motor,34,2018,GBP,GMM,Active
POL47942292,GRP31160,2018-06-03,2019-09-26,Motor,16,2018,GBP,GMM,Expired
POL78584320,GRP79580,2019-01-19,2020-08-11,Life,19,2019,EUR,PAA,Expired
POL21973177,GRP88270,2018-01-29,2020-08-16,Motor,31,2018,GBP,GMM,Cancelled
POL41109116,GRP69364,2018-06-14,2019-02-09,Life,8,2018,USD,PAA,Expired
POL14640952,GRP97531,2018-10-05,2021-01-22,Motor,28,2018,EUR,GMM,Active
POL47639219,GRP16073,2020-08-23,2022-07-14,Property,23,2020,USD,GMM,Active
POL24447930,GRP24393,2023-02-14,2024-12-05,Health,22,2023,GBP,GMM,Expired
POL48086059,GRP98960,2022-04-16,2023-01-11,Health,9,2022,GBP,GMM,Expired
POL94762796,GRP89063,2024-01-18,2025-02-11,Life,13,2024,GBP,PAA,Cancelled
POL91508874,GRP33150,2022-07-29,2025-01-14,Motor,30,2022,EUR,GMM,Cancelled
POL30150395,GRP37611,2023-02-15,2025-06-04,Property,28,2023,USD,PAA,Expired
POL55376652,GRP05683,2020-07-26,2022-11-13,Motor,28,2020,USD,PAA,Active
POL03505946,GRP26373,2022-08-28,2024-10-16,Motor,26,2022,GBP,GMM,Active
POL76430090,GRP39406,2022-05-11,2023-09-03,Health,16,2022,USD,PAA,Active
POL63420511,GRP77287,2020-02-06,2022-05-26,Property,28,2020,USD,PAA,Cancelled
POL06919999,GRP64075,2022-05-13,2023-06-07,Motor,13,2022,USD,PAA,Expired
POL39353662,GRP52717,2021-12-26,2024-01-15,Health,25,2021,GBP,GMM,Active
POL86825452,GRP61402,2020-08-04,2022-06-25,Motor,23,2020,USD,PAA,Expired
POL43772088,GRP90804,2020-07-27,2022-03-19,Health,20,2020,EUR,GMM,Active
POL86423944,GRP07444,2020-05-19,2021-07-13,Health,14,2020,EUR,PAA,Expired
POL84037392,GRP16122,2022-12-23,2024-11-12,Property,23,2022,EUR,GMM,Active
POL17216069,GRP56239,2019-12-31,2020-12-25,Health,12,2019,EUR,PAA,Active
POL80822247,GRP86275,2025-07-05,2028-05-20,Property,35,2025,USD,PAA,Expired
POL48657973,GRP27442,2022-02-16,2022-10-14,Life,8,2022,USD,PAA,Cancelled
POL38247715,GRP05971,2018-11-11,2020-07-03,Motor,20,2018,USD,GMM,Active
POL16339536,GRP71714,2022-05-12,2023-11-03,Life,18,2022,GBP,PAA,Expired
POL32898460,GRP41392,2024-03-02,2027-01-16,Motor,35,2024,EUR,PAA,Cancelled
POL28569041,GRP82006,2020-03-07,2021-06-30,Health,16,2020,GBP,GMM,Cancelled
POL05233312,GRP82998,2021-07-03,2022-08-27,Motor,14,2021,EUR,PAA,Expired
POL86597471,GRP94832,2019-12-11,2021-05-04,Motor,17,2019,USD,PAA,Cancelled
POL37150566,GRP17433,2019-11-09,2021-10-29,Life,24,2019,GBP,PAA,Active
POL21253321,GRP21038,2024-12-30,2026-10-21,Life,22,2024,EUR,PAA,Expired
POL41909012,GRP97876,2020-04-16,2021-10-08,Life,18,2020,USD,GMM,Cancelled
POL72443086,GRP65354,2025-06-09,2026-07-04,Property,13,2025,GBP,GMM,Expired
POL95076359,GRP94726,2020-12-05,2021-07-03,Health,7,2020,EUR,PAA,Cancelled
POL44877066,GRP32953,2019-06-24,2022-06-08,Life,36,2019,GBP,GMM,Cancelled
POL65331774,GRP23435,2019-01-27,2021-02-15,Motor,25,2019,USD,GMM,Active
POL50721542,GRP16948,2023-06-14,2023-12-11,Life,6,2023,USD,GMM,Active
POL69869790,GRP86369,2023-07-22,2025-08-10,Life,25,2023,USD,GMM,Active
POL00633099,GRP64183,2019-02-17,2021-08-05,Property,30,2019,GBP,PAA,Cancelled
POL82255226,GRP69701,2023-12-18,2026-11-02,Property,35,2023,USD,PAA,Active
POL10155265,GRP09158,2018-08-12,2020-01-04,Property,17,2018,EUR,PAA,Expired
POL26418952,GRP94107,2022-09-20,2025-06-06,Life,33,2022,GBP,GMM,Cancelled
POL96521183,GRP12206,2021-04-29,2023-03-20,Life,23,2021,GBP,GMM,Expired
POL47847831,GRP15178,2021-02-14,2022-06-09,Life,16,2021,EUR,PAA,Active
POL95194788,GRP00204,2025-01-10,2026-10-02,Motor,21,2025,EUR,PAA,Expired
POL44810220,GRP83265,2023-10-24,2026-09-08,Property,35,2023,EUR,PAA,Expired
POL79826020,GRP72280,2021-06-27,2024-06-11,Motor,36,2021,EUR,PAA,Active
POL07426049,GRP53965,2024-06-04,2024-12-01,Health,6,2024,GBP,GMM,Expired
POL93968145,GRP02576,2020-08-01,2021-03-29,Motor,8,2020,GBP,PAA,Expired
POL08113699,GRP64080,2023-01-20,2024-10-11,Life,21,2023,EUR,GMM,Active
POL45471815,GRP50546,2025-06-22,2027-10-10,Health,28,2025,USD,GMM,Active
POL83405490,GRP02959,2021-05-10,2022-04-05,Property,11,2021,EUR,PAA,Expired
POL76145936,GRP76947,2018-12-07,2021-04-25,Health,29,2018,EUR,GMM,Cancelled
POL43042953,GRP02843,2019-11-24,2020-11-18,Property,12,2019,EUR,PAA,Cancelled
POL00924736,GRP77282,2023-06-10,2023-12-07,Life,6,2023,EUR,PAA,Expired
POL48895237,GRP84736,2023-12-20,2025-03-14,Health,15,2023,GBP,GMM,Active
POL39194073,GRP20056,2024-01-10,2025-02-03,Motor,13,2024,EUR,GMM,Cancelled
POL02351251,GRP71196,2021-03-18,2023-07-06,Life,28,2021,USD,GMM,Cancelled
POL88150254,GRP59098,2021-08-02,2023-05-24,Life,22,2021,USD,GMM,Expired
POL05237888,GRP67578,2020-11-08,2022-08-30,Motor,22,2020,EUR,GMM,Expired
POL34033845,GRP91380,2022-08-27,2025-01-13,Motor,29,2022,EUR,GMM,Active
POL95879972,GRP85615,2021-10-18,2022-08-14,Motor,10,2021,USD,PAA,Cancelled
POL22816231,GRP93254,2024-05-24,2025-05-19,Motor,12,2024,EUR,GMM,Cancelled
POL15853961,GRP74415,2023-10-22,2024-12-15,Health,14,2023,EUR,GMM,Expired
POL70045264,GRP24397,2025-02-04,2027-11-21,Life,34,2025,EUR,PAA,Active
POL63780187,GRP51621,2021-10-28,2024-01-16,Property,27,2021,EUR,GMM,Expired
POL80239441,GRP06467,2020-12-26,2023-07-14,Property,31,2020,USD,GMM,Active
POL67527260,GRP52605,2018-03-25,2020-12-09,Life,33,2018,GBP,GMM,Active
POL89750757,GRP82322,2020-04-29,2021-04-24,Property,12,2020,EUR,GMM,Cancelled
POL97189501,GRP41448,2018-01-12,2018-08-10,Property,7,2018,GBP,PAA,Active
POL34567131,GRP31521,2024-09-27,2025-10-22,Motor,13,2024,USD,PAA,Cancelled
POL72938546,GRP94769,2023-12-28,2026-11-12,Life,35,2023,GBP,PAA,Expired
POL78071643,GRP47316,2020-06-21,2021-05-17,Motor,11,2020,GBP,PAA,Cancelled
POL13560904,GRP85213,2022-02-09,2023-01-05,Property,11,2022,USD,PAA,Cancelled
POL56211194,GRP87019,2024-06-05,2026-07-25,Health,26,2024,GBP,PAA,Expired
POL16263781,GRP44222,2020-09-30,2021-09-25,Life,12,2020,GBP,PAA,Cancelled
POL30634646,GRP65808,2025-09-25,2026-07-22,Health,10,2025,GBP,PAA,Cancelled
POL69324975,GRP95134,2021-05-05,2023-01-25,Motor,21,2021,GBP,GMM,Cancelled
POL06479860,GRP15435,2022-05-10,2024-09-26,Life,29,2022,EUR,GMM,Cancelled
POL85347559,GRP99719,2021-09-09,2022-04-07,Property,7,2021,EUR,GMM,Active
POL30587257,GRP21915,2019-09-23,2021-09-12,Life,24,2019,EUR,GMM,Active
POL30530079,GRP56830,2024-01-12,2025-04-06,Life,15,2024,USD,GMM,Expired
POL96951797,GRP99899,2025-10-29,2027-03-23,Life,17,2025,GBP,GMM,Active
POL89247501,GRP34307,2020-04-06,2021-10-28,Motor,19,2020,USD,PAA,Cancelled
POL73396243,GRP69975,2021-11-13,2023-09-04,Property,22,2021,EUR,PAA,Active
POL54852759,GRP15416,2019-10-26,2021-12-14,Health,26,2019,GBP,GMM,Cancelled
POL87611730,GRP19275,2025-07-05,2026-01-31,Health,7,2025,EUR,GMM,Expired
POL02308560,GRP62727,2019-10-28,2020-05-25,Health,7,2019,GBP,GMM,Active
POL76775288,GRP05377,2019-05-22,2021-12-07,Life,31,2019,USD,PAA,Expired
POL47013187,GRP24390,2022-12-01,2025-03-20,Property,28,2022,EUR,GMM,Cancelled
POL64729193,GRP86571,2020-07-24,2021-09-17,Property,14,2020,GBP,GMM,Expired
POL05334970,GRP75014,2020-01-11,2022-03-01,Life,26,2020,USD,GMM,Active
POL12397882,GRP32414,2018-03-05,2019-03-30,Life,13,2018,GBP,PAA,Cancelled
POL60901611,GRP77867,2022-10-09,2024-01-02,Motor,15,2022,USD,PAA,Cancelled
POL01669445,GRP72113,2024-09-04,2025-11-28,Motor,15,2024,USD,PAA,Expired
POL79442282,GRP98742,2025-06-08,2027-03-30,Motor,22,2025,GBP,PAA,Active
POL75296817,GRP69176,2023-08-14,2025-12-31,Property,29,2023,GBP,GMM,Cancelled
POL41796134,GRP94400,2019-08-29,2020-11-21,Life,15,2019,EUR,GMM,Expired
POL18441609,GRP83859,2023-11-08,2024-08-04,Motor,9,2023,GBP,PAA,Active
POL25037076,GRP54978,2021-04-18,2024-04-02,Life,36,2021,GBP,PAA,Expired
POL69982609,GRP70689,2025-10-30,2027-05-23,Property,19,2025,GBP,PAA,Active
POL41485257,GRP34398,2021-09-04,2023-03-28,Motor,19,2021,GBP,GMM,Cancelled
POL39562850,GRP05071,2024-12-09,2027-03-29,Health,28,2024,GBP,GMM,Active
POL89665597,GRP31618,2025-09-08,2027-10-28,Property,26,2025,USD,PAA,Active
POL22129787,GRP94166,2018-12-03,2020-08-24,Health,21,2018,USD,GMM,Expired
POL33219205,GRP70575,2022-04-12,2023-02-06,Property,10,2022,EUR,PAA,Active
POL21842343,GRP26437,2019-01-15,2020-05-09,Life,16,2019,EUR,PAA,Cancelled
POL88467203,GRP07026,2024-05-13,2026-02-02,Property,21,2024,EUR,PAA,Active
POL25698707,GRP61837,2025-07-22,2027-03-14,Life,20,2025,GBP,GMM,Expired
POL02120233,GRP00412,2024-11-25,2026-02-18,Property,15,2024,GBP,PAA,Active
POL75580538,GRP14712,2025-12-13,2026-11-08,Life,11,2025,GBP,GMM,Cancelled
POL92587119,GRP07489,2022-08-06,2023-05-03,Motor,9,2022,EUR,GMM,Cancelled
POL83418279,GRP47909,2024-10-06,2026-05-29,Life,20,2024,EUR,GMM,Cancelled
POL31720309,GRP80203,2018-06-21,2020-12-07,Motor,30,2018,GBP,GMM,Cancelled
POL21965141,GRP37444,2022-09-06,2024-04-28,Health,20,2022,GBP,GMM,Expired
POL22837276,GRP97032,2022-04-02,2023-07-26,Property,16,2022,GBP,PAA,Expired
POL72331324,GRP32653,2024-03-28,2026-04-17,Property,25,2024,GBP,PAA,Expired
POL64722038,GRP81514,2019-10-03,2022-07-19,Property,34,2019,EUR,GMM,Active
POL19532564,GRP30074,2023-05-19,2024-10-10,Motor,17,2023,EUR,PAA,Expired
POL26592181,GRP11090,2022-11-15,2025-03-04,Property,28,2022,GBP,GMM,Active
POL66641529,GRP31743,2019-12-18,2022-09-03,Life,33,2019,USD,GMM,Expired
POL43818118,GRP69594,2018-01-15,2019-08-08,Life,19,2018,GBP,PAA,Active
POL77559676,GRP46589,2024-03-01,2025-04-25,Life,14,2024,USD,PAA,Active
POL20099756,GRP84598,2023-03-09,2025-08-25,Health,30,2023,EUR,PAA,Active
POL74355780,GRP38753,2019-06-06,2020-05-01,Motor,11,2019,USD,PAA,Cancelled
POL31383039,GRP16185,2020-02-24,2021-10-16,Life,20,2020,GBP,PAA,Active
POL57251697,GRP66909,2019-04-23,2020-03-18,Life,11,2019,GBP,PAA,Active
